Cusip,SecurityType,Rate,MaturityDate,CallDate,Buy,Sell,EndOfDay,Date
91282CCR0,MARKET BASED NOTE,0.010000,2028-07-31,,87.812500,87.781250,87.718750,2023-04-03
9128284V9,MARKET BASED NOTE,0.028750,2028-08-15,,96.765625,96.718750,96.656250,2023-04-03
91282CCV1,MARKET BASED NOTE,0.011250,2028-08-31,,88.218750,88.187500,88.156250,2023-04-03
91282CCY5,MARKET BASED NOTE,0.012500,2028-09-30,,88.656250,88.625000,88.562500,2023-04-03
91282CDF5,MARKET BASED NOTE,0.013750,2028-10-31,,89.156250,89.125000,89.062500,2023-04-03
9128285M8,MARKET BASED NOTE,0.031250,2028-11-15,,97.937500,97.906250,97.812500,2023-04-03
91282CDL2,MARKET BASED NOTE,0.015000,2028-11-30,,89.656250,89.625000,89.531250,2023-04-03
91282CDP3,MARKET BASED NOTE,0.013750,2028-12-31,,89.015625,88.968750,88.875000,2023-04-03
91282CDW8,MARKET BASED NOTE,0.017500,2029-01-31,,90.718750,90.687500,90.625000,2023-04-03
9128286B1,MARKET BASED NOTE,0.026250,2029-02-15,,95.281250,95.250000,95.156250,2023-04-03
91282CEB3,MARKET BASED NOTE,0.018750,2029-02-28,,91.296875,91.250000,91.187500,2023-04-03
91282CEE7,MARKET BASED NOTE,0.023750,2029-03-31,,93.843750,93.812500,93.718750,2023-04-03
91282CEM9,MARKET BASED NOTE,0.028750,2029-04-30,,96.468750,96.437500,96.375000,2023-04-03
9128286T2,MARKET BASED NOTE,0.023750,2029-05-15,,93.796875,93.750000,93.687500,2023-04-03
91282CES6,MARKET BASED NOTE,0.027500,2029-05-31,,95.781250,95.750000,95.656250,2023-04-03
91282CEV9,MARKET BASED NOTE,0.032500,2029-06-30,,98.531250,98.500000,98.406250,2023-04-03
91282CFC0,MARKET BASED NOTE,0.026250,2029-07-31,,95.062500,95.031250,94.937500,2023-04-03
912828YB0,MARKET BASED NOTE,0.016250,2029-08-15,,89.671875,89.625000,89.531250,2023-04-03
91282CFJ5,MARKET BASED NOTE,0.031250,2029-08-31,,97.859375,97.843750,97.718750,2023-04-03
91282CFL0,MARKET BASED NOTE,0.038750,2029-09-30,,102.140625,102.125000,102.031250,2023-04-03
91282CFT3,MARKET BASED NOTE,0.040000,2029-10-31,,102.953125,102.937500,102.812500,2023-04-03
912828YS3,MARKET BASED NOTE,0.017500,2029-11-15,,90.328125,90.281250,90.156250,2023-04-03
91282CFY2,MARKET BASED NOTE,0.038750,2029-11-30,,102.265625,102.250000,102.125000,2023-04-03
91282CGB1,MARKET BASED NOTE,0.038750,2029-12-31,,102.343750,102.312500,102.218750,2023-04-03
91282CGJ4,MARKET BASED NOTE,0.035000,2030-01-31,,100.109375,100.093750,100.000000,2023-04-03
912828Z94,MARKET BASED NOTE,0.015000,2030-02-15,,88.187500,88.156250,88.031250,2023-04-03
91282CGQ8,MARKET BASED NOTE,0.040000,2030-02-28,,103.171875,103.156250,103.062500,2023-04-03
91282CGS4,MARKET BASED NOTE,0.036250,2030-03-31,,101.000000,101.000000,100.875000,2023-04-03
912828ZQ6,MARKET BASED NOTE,0.006250,2030-05-15,,82.390625,82.343750,82.250000,2023-04-03
91282CAE1,MARKET BASED NOTE,0.006250,2030-08-15,,82.015625,81.968750,81.875000,2023-04-03
91282CAV3,MARKET BASED NOTE,0.008750,2030-11-15,,83.296875,83.250000,83.156250,2023-04-03
91282CBL4,MARKET BASED NOTE,0.011250,2031-02-15,,84.718750,84.687500,84.562500,2023-04-03
91282CCB5,MARKET BASED NOTE,0.016250,2031-05-15,,87.468750,87.437500,87.312500,2023-04-03
91282CCS8,MARKET BASED NOTE,0.012500,2031-08-15,,84.421875,84.406250,84.281250,2023-04-03
91282CDJ7,MARKET BASED NOTE,0.013750,2031-11-15,,84.953125,84.937500,84.812500,2023-04-03
91282CDY4,MARKET BASED NOTE,0.018750,2032-02-15,,88.343750,88.312500,88.187500,2023-04-03
91282CEP2,MARKET BASED NOTE,0.028750,2032-05-15,,95.750000,95.718750,95.593750,2023-04-03
91282CFF3,MARKET BASED NOTE,0.027500,2032-08-15,,94.671875,94.656250,94.531250,2023-04-03
91282CFV8,MARKET BASED NOTE,0.041250,2032-11-15,,105.703125,105.687500,105.562500,2023-04-03
91282CGM7,MARKET BASED NOTE,0.035000,2033-02-15,,100.765625,100.750000,100.593750,2023-04-03
912810EQ7,MARKET BASED BOND,0.062500,2023-08-15,,0.000000,100.437500,100.437500,2023-04-03
912810ES3,MARKET BASED BOND,0.075000,2024-11-15,,105.265625,104.937500,104.968750,2023-04-03
912810ET1,MARKET BASED BOND,0.076250,2025-02-15,,106.468750,106.187500,106.187500,2023-04-03
912810EV6,MARKET BASED BOND,0.068750,2025-08-15,,107.000000,106.656250,106.593750,2023-04-03
912810EW4,MARKET BASED BOND,0.060000,2026-02-15,,106.109375,105.750000,105.781250,2023-04-03
912810EX2,MARKET BASED BOND,0.067500,2026-08-15,,109.531250,109.187500,109.218750,2023-04-03
912810EY0,MARKET BASED BOND,0.065000,2026-11-15,,109.578125,109.312500,109.312500,2023-04-03
912810EZ7,MARKET BASED BOND,0.066250,2027-02-15,,110.750000,110.437500,110.406250,2023-04-03
912810FA1,MARKET BASED BOND,0.063750,2027-08-15,,111.171875,110.937500,110.906250,2023-04-03
912810FB9,MARKET BASED BOND,0.061250,2027-11-15,,110.906250,110.750000,110.718750,2023-04-03
912810FE3,MARKET BASED BOND,0.055000,2028-08-15,,109.421875,109.250000,109.187500,2023-04-03
912810FF0,MARKET BASED BOND,0.052500,2028-11-15,,108.718750,108.562500,108.500000,2023-04-03
912810FG8,MARKET BASED BOND,0.052500,2029-02-15,,108.937500,108.718750,108.625000,2023-04-03
912810FJ2,MARKET BASED BOND,0.061250,2029-08-15,,114.765625,114.625000,114.531250,2023-04-03
912810FM5,MARKET BASED BOND,0.062500,2030-05-15,,117.500000,117.125000,117.000000,2023-04-03
912810FP8,MARKET BASED BOND,0.053750,2031-02-15,,113.406250,113.031250,112.937500,2023-04-03
912810FT0,MARKET BASED BOND,0.045000,2036-02-15,,112.031250,111.843750,111.656250,2023-04-03
912810PT9,MARKET BASED BOND,0.047500,2037-02-15,,114.937500,114.750000,114.531250,2023-04-03
912810PU6,MARKET BASED BOND,0.050000,2037-05-15,,117.531250,117.343750,117.156250,2023-04-03
912810PW2,MARKET BASED BOND,0.043750,2038-02-15,,110.437500,110.281250,110.093750,2023-04-03
912810PX0,MARKET BASED BOND,0.045000,2038-05-15,,111.781250,111.656250,111.437500,2023-04-03
912810QA9,MARKET BASED BOND,0.035000,2039-02-15,,99.687500,99.531250,99.343750,2023-04-03
912810QB7,MARKET BASED BOND,0.042500,2039-05-15,,108.828125,108.687500,108.468750,2023-04-03
912810QC5,MARKET BASED BOND,0.045000,2039-08-15,,111.984375,111.843750,111.625000,2023-04-03
912810QD3,MARKET BASED BOND,0.043750,2039-11-15,,110.171875,110.000000,109.812500,2023-04-03
912810QE1,MARKET BASED BOND,0.046250,2040-02-15,,113.500000,113.343750,113.125000,2023-04-03
912810QH4,MARKET BASED BOND,0.043750,2040-05-15,,110.078125,109.906250,109.687500,2023-04-03
912810SR0,MARKET BASED BOND,0.011250,2040-05-15,,67.218750,67.093750,66.906250,2023-04-03
912810SQ2,MARKET BASED BOND,0.011250,2040-08-15,,66.765625,66.656250,66.468750,2023-04-03
912810QK7,MARKET BASED BOND,0.038750,2040-08-15,,103.421875,103.281250,103.062500,2023-04-03
912810QL5,MARKET BASED BOND,0.042500,2040-11-15,,108.265625,108.125000,107.937500,2023-04-03
912810ST6,MARKET BASED BOND,0.013750,2040-11-15,,69.578125,69.468750,69.312500,2023-04-03
912810SW9,MARKET BASED BOND,0.018750,2041-02-15,,75.531250,75.406250,75.187500,2023-04-03
912810QN1,MARKET BASED BOND,0.047500,2041-02-15,,114.859375,114.718750,114.500000,2023-04-03
912810QQ4,MARKET BASED BOND,0.043750,2041-05-15,,109.734375,109.593750,109.375000,2023-04-03
912810SY5,MARKET BASED BOND,0.022500,2041-05-15,,80.171875,80.062500,79.875000,2023-04-03
912810TA6,MARKET BASED BOND,0.017500,2041-08-15,,73.093750,73.000000,72.812500,2023-04-03
912810QS0,MARKET BASED BOND,0.037500,2041-08-15,,100.718750,100.593750,100.343750,2023-04-03
912810QT8,MARKET BASED BOND,0.031250,2041-11-15,,91.953125,91.843750,91.625000,2023-04-03
912810TC2,MARKET BASED BOND,0.020000,2041-11-15,,76.187500,76.093750,75.875000,2023-04-03
912810TF5,MARKET BASED BOND,0.023750,2042-02-15,,81.125000,81.062500,80.812500,2023-04-03
912810QU5,MARKET BASED BOND,0.031250,2042-02-15,,91.562500,91.468750,91.218750,2023-04-03
912810QW1,MARKET BASED BOND,0.030000,2042-05-15,,89.609375,89.500000,89.250000,2023-04-03
912810TH1,MARKET BASED BOND,0.032500,2042-05-15,,93.031250,92.968750,92.718750,2023-04-03
912810TK4,MARKET BASED BOND,0.033750,2042-08-15,,94.671875,94.625000,94.375000,2023-04-03
912810QX9,MARKET BASED BOND,0.027500,2042-08-15,,85.843750,85.718750,85.500000,2023-04-03
912810QY7,MARKET BASED BOND,0.027500,2042-11-15,,85.578125,85.468750,85.218750,2023-04-03
912810TM0,MARKET BASED BOND,0.040000,2042-11-15,,103.531250,103.500000,103.250000,2023-04-03
912810TQ1,MARKET BASED BOND,0.038750,2043-02-15,,101.671875,101.625000,101.375000,2023-04-03
912810QZ4,MARKET BASED BOND,0.031250,2043-02-15,,90.718750,90.593750,90.343750,2023-04-03
912810RB6,MARKET BASED BOND,0.028750,2043-05-15,,87.187500,87.062500,86.781250,2023-04-03
912810RC4,MARKET BASED BOND,0.036250,2043-08-15,,97.906250,97.781250,97.500000,2023-04-03
912810RD2,MARKET BASED BOND,0.037500,2043-11-15,,99.656250,99.531250,99.250000,2023-04-03
912810RE0,MARKET BASED BOND,0.036250,2044-02-15,,97.593750,97.468750,97.187500,2023-04-03
912810RG5,MARKET BASED BOND,0.033750,2044-05-15,,93.875000,93.750000,93.468750,2023-04-03
912810RH3,MARKET BASED BOND,0.031250,2044-08-15,,90.046875,89.937500,89.656250,2023-04-03
912810RJ9,MARKET BASED BOND,0.030000,2044-11-15,,88.046875,87.937500,87.687500,2023-04-03
912810RK6,MARKET BASED BOND,0.025000,2045-02-15,,80.578125,80.468750,80.218750,2023-04-03
912810RM2,MARKET BASED BOND,0.030000,2045-05-15,,87.921875,87.812500,87.531250,2023-04-03
912810RN0,MARKET BASED BOND,0.028750,2045-08-15,,86.046875,85.937500,85.625000,2023-04-03
912810RP5,MARKET BASED BOND,0.030000,2045-11-15,,87.859375,87.750000,87.468750,2023-04-03
912810RQ3,MARKET BASED BOND,0.025000,2046-02-15,,80.203125,80.093750,79.812500,2023-04-03
912810RS9,MARKET BASED BOND,0.025000,2046-05-15,,80.187500,80.062500,79.781250,2023-04-03
912810RT7,MARKET BASED BOND,0.022500,2046-08-15,,76.234375,76.125000,75.843750,2023-04-03
912810RU4,MARKET BASED BOND,0.028750,2046-11-15,,86.078125,85.968750,85.656250,2023-04-03
912810RV2,MARKET BASED BOND,0.030000,2047-02-15,,87.875000,87.781250,87.468750,2023-04-03
912810RX8,MARKET BASED BOND,0.030000,2047-05-15,,87.890625,87.781250,87.468750,2023-04-03
912810RY6,MARKET BASED BOND,0.027500,2047-08-15,,83.984375,83.906250,83.593750,2023-04-03
912810RZ3,MARKET BASED BOND,0.027500,2047-11-15,,84.046875,83.968750,83.656250,2023-04-03
912810SA7,MARKET BASED BOND,0.030000,2048-02-15,,88.062500,88.000000,87.687500,2023-04-03
912810SC3,MARKET BASED BOND,0.031250,2048-05-15,,90.125000,90.062500,89.718750,2023-04-03
912810SD1,MARKET BASED BOND,0.030000,2048-08-15,,88.187500,88.125000,87.781250,2023-04-03
912810SE9,MARKET BASED BOND,0.033750,2048-11-15,,94.453125,94.406250,94.031250,2023-04-03
912810SF6,MARKET BASED BOND,0.030000,2049-02-15,,88.406250,88.343750,88.000000,2023-04-03
912810SH2,MARKET BASED BOND,0.028750,2049-05-15,,86.406250,86.343750,86.000000,2023-04-03
912810SJ8,MARKET BASED BOND,0.022500,2049-08-15,,76.000000,75.937500,75.625000,2023-04-03
912810SK5,MARKET BASED BOND,0.023750,2049-11-15,,78.093750,78.031250,77.718750,2023-04-03
912810SL3,MARKET BASED BOND,0.020000,2050-02-15,,71.656250,71.593750,71.250000,2023-04-03
912810SN9,MARKET BASED BOND,0.012500,2050-05-15,,58.812500,58.750000,58.468750,2023-04-03
912810SP4,MARKET BASED BOND,0.013750,2050-08-15,,60.734375,60.656250,60.375000,2023-04-03
912810SS8,MARKET BASED BOND,0.016250,2050-11-15,,64.812500,64.750000,64.468750,2023-04-03
912810SU3,MARKET BASED BOND,0.018750,2051-02-15,,69.031250,68.968750,68.656250,2023-04-03
912810SX7,MARKET BASED BOND,0.023750,2051-05-15,,77.515625,77.468750,77.187500,2023-04-03
912810SZ2,MARKET BASED BOND,0.020000,2051-08-15,,71.062500,71.000000,70.718750,2023-04-03
912810TB4,MARKET BASED BOND,0.018750,2051-11-15,,68.828125,68.781250,68.468750,2023-04-03
912810TD0,MARKET BASED BOND,0.022500,2052-02-15,,75.328125,75.281250,74.968750,2023-04-03
912810TG3,MARKET BASED BOND,0.028750,2052-05-15,,86.375000,86.343750,86.000000,2023-04-03
912810TJ7,MARKET BASED BOND,0.030000,2052-08-15,,88.671875,88.625000,88.312500,2023-04-03
912810TL2,MARKET BASED BOND,0.040000,2052-11-15,,107.062500,107.031250,106.656250,2023-04-03
912810TN8,MARKET BASED BOND,0.036250,2053-02-15,,100.156250,100.125000,99.750000,2023-04-03
9128284H0,TIPS,0.006250,2023-04-15,,0.000000,100.000000,100.000000,2023-04-03
912828VM9,TIPS,0.003750,2023-07-15,,0.000000,100.375000,100.343750,2023-04-03
912828B25,TIPS,0.006250,2024-01-15,,99.359375,99.281250,99.187500,2023-04-03
9128286N5,TIPS,0.005000,2024-04-15,,98.625000,98.531250,98.500000,2023-04-03
912828WU0,TIPS,0.001250,2024-07-15,,98.250000,98.156250,98.125000,2023-04-03
912828YL8,TIPS,0.001250,2024-10-15,,97.937500,97.843750,97.781250,2023-04-03
912828H45,TIPS,0.002500,2025-01-15,,97.890625,97.781250,97.718750,2023-04-03
912810FR4,TIPS,0.023750,2025-01-15,,101.531250,101.406250,101.343750,2023-04-03
912828ZJ2,TIPS,0.001250,2025-04-15,,97.234375,97.156250,97.031250,2023-04-03
912828XL9,TIPS,0.003750,2025-07-15,,98.156250,98.062500,97.968750,2023-04-03
91282CAQ4,TIPS,0.001250,2025-10-15,,97.265625,97.187500,97.062500,2023-04-03
912828N71,TIPS,0.006250,2026-01-15,,98.156250,98.062500,97.937500,2023-04-03
912810FS2,TIPS,0.020000,2026-01-15,,101.843750,101.718750,101.593750,2023-04-03
91282CCA7,TIPS,0.001250,2026-04-15,,96.390625,96.343750,96.156250,2023-04-03
912828S50,TIPS,0.001250,2026-07-15,,96.750000,96.656250,96.500000,2023-04-03
91282CDC2,TIPS,0.001250,2026-10-15,,96.453125,96.375000,96.187500,2023-04-03
912828V49,TIPS,0.003750,2027-01-15,,96.843750,96.750000,96.593750,2023-04-03
912810PS1,TIPS,0.023750,2027-01-15,,104.140625,104.031250,103.843750,2023-04-03
91282CEJ6,TIPS,0.001250,2027-04-15,,95.703125,95.656250,95.437500,2023-04-03
9128282L3,TIPS,0.003750,2027-07-15,,97.078125,97.000000,96.781250,2023-04-03
91282CFR7,TIPS,0.016250,2027-10-15,,102.453125,102.406250,102.187500,2023-04-03
9128283R9,TIPS,0.005000,2028-01-15,,97.093750,97.000000,96.781250,2023-04-03
912810PV4,TIPS,0.017500,2028-01-15,,102.890625,102.781250,102.531250,2023-04-03
912810FD5,TIPS,0.036250,2028-04-15,,112.234375,112.093750,111.812500,2023-04-03
912828Y38,TIPS,0.007500,2028-07-15,,98.671875,98.593750,98.312500,2023-04-03
912810PZ5,TIPS,0.025000,2029-01-15,,107.703125,107.562500,107.281250,2023-04-03
9128285W6,TIPS,0.008750,2029-01-15,,98.843750,98.750000,98.468750,2023-04-03
912810FH6,TIPS,0.038750,2029-04-15,,115.875000,115.750000,115.375000,2023-04-03
9128287D6,TIPS,0.002500,2029-07-15,,95.359375,95.281250,94.968750,2023-04-03
912828Z37,TIPS,0.001250,2030-01-15,,93.765625,93.687500,93.375000,2023-04-03
912828ZZ6,TIPS,0.001250,2030-07-15,,93.671875,93.593750,93.250000,2023-04-03
91282CBF7,TIPS,0.001250,2031-01-15,,93.062500,93.000000,92.625000,2023-04-03
91282CCM1,TIPS,0.001250,2031-07-15,,92.734375,92.656250,92.281250,2023-04-03
91282CDX6,TIPS,0.001250,2032-01-15,,92.015625,91.937500,91.531250,2023-04-03
912810FQ6,TIPS,0.033750,2032-04-15,,118.953125,118.812500,118.312500,2023-04-03
91282CEZ0,TIPS,0.006250,2032-07-15,,96.171875,96.093750,95.687500,2023-04-03
91282CGK1,TIPS,0.011250,2033-01-15,,100.406250,100.343750,99.906250,2023-04-03
912810QF8,TIPS,0.021250,2040-02-15,,111.390625,111.187500,110.343750,2023-04-03
912810QP6,TIPS,0.021250,2041-02-15,,111.421875,111.250000,110.437500,2023-04-03
912810QV3,TIPS,0.007500,2042-02-15,,88.250000,88.062500,87.375000,2023-04-03
912810RA8,TIPS,0.006250,2043-02-15,,85.328125,85.156250,84.468750,2023-04-03
912810RF7,TIPS,0.013750,2044-02-15,,97.875000,97.687500,96.937500,2023-04-03
912810RL4,TIPS,0.007500,2045-02-15,,86.156250,86.000000,85.187500,2023-04-03
912810RR1,TIPS,0.010000,2046-02-15,,90.468750,90.312500,89.468750,2023-04-03
912810RW0,TIPS,0.008750,2047-02-15,,87.609375,87.437500,86.593750,2023-04-03
912810SB5,TIPS,0.010000,2048-02-15,,90.078125,89.906250,89.000000,2023-04-03
912810SG4,TIPS,0.010000,2049-02-15,,89.937500,89.781250,88.843750,2023-04-03
912810SM1,TIPS,0.002500,2050-02-15,,73.640625,73.500000,72.593750,2023-04-03
912810SV1,TIPS,0.001250,2051-02-15,,70.390625,70.250000,69.343750,2023-04-03
912810TE8,TIPS,0.001250,2052-02-15,,70.546875,70.375000,69.468750,2023-04-03
912810TP3,TIPS,0.015000,2053-02-15,,103.000000,102.843750,101.687500,2023-04-03
91282CBY6,MARKET BASED FRN,0.048311,2023-04-30,,0.000000,99.995971,100.000144,2023-04-03
91282CCQ2,MARKET BASED FRN,0.048260,2023-07-31,,99.949827,99.933630,99.917439,2023-04-03
91282CDE8,MARKET BASED FRN,0.048321,2023-10-31,,99.974237,99.931292,99.927001,2023-04-03
91282CDU2,MARKET BASED FRN,0.047814,2024-01-31,,99.964498,99.882674,99.882674,2023-04-03
91282CEL1,MARKET BASED FRN,0.047206,2024-04-30,,99.841589,99.788863,99.812578,2023-04-03
91282CFD8,MARKET BASED FRN,0.048341,2024-07-31,,99.928518,99.863793,99.902607,2023-04-03
91282CFS5,MARKET BASED FRN,0.049386,2024-10-31,,99.989384,99.912838,99.989349,2023-04-03
91282CGF2,MARKET BASED FRN,0.049994,2025-01-31,,100.080748,100.045442,100.085154,2023-04-03
912796YN3,MARKET BASED BILL,0.000000,2023-04-06,,0.000000,99.974333,99.987167,2023-04-04
912796CT4,MARKET BASED BILL,0.000000,2023-04-11,,99.913569,99.912111,99.925333,2023-04-04
912796YU7,MARKET BASED BILL,0.000000,2023-04-13,,99.889375,99.886750,99.901778,2023-04-04
912797LM7,MARKET BASED BILL,0.000000,2023-04-17,,99.838583,99.836417,99.849333,2023-04-04
912796CU1,MARKET BASED BILL,0.000000,2023-04-18,,99.828306,99.823444,99.838944,2023-04-04
912796V48,MARKET BASED BILL,0.000000,2023-04-20,,99.798222,99.794667,99.808750,2023-04-04
912796CV9,MARKET BASED BILL,0.000000,2023-04-25,,99.737208,99.731667,99.742222,2023-04-04
912796YV5,MARKET BASED BILL,0.000000,2023-04-27,,99.716014,99.710583,99.724389,2023-04-04
912796CW7,MARKET BASED BILL,0.000000,2023-05-02,,99.649611,99.643778,99.661000,2023-04-04
912796YW3,MARKET BASED BILL,0.000000,2023-05-04,,99.630833,99.623333,99.637500,2023-04-04
912797FD4,MARKET BASED BILL,0.000000,2023-05-09,,99.562986,99.556667,99.573111,2023-04-04
912796ZE2,MARKET BASED BILL,0.000000,2023-05-11,,99.541097,99.531333,99.546000,2023-04-04
912797FE2,MARKET BASED BILL,0.000000,2023-05-16,,99.480250,99.472667,99.485222,2023-04-04
912796W47,MARKET BASED BILL,0.000000,2023-05-18,,99.451222,99.441444,99.452944,2023-04-04
912797FF9,MARKET BASED BILL,0.000000,2023-05-23,,99.386819,99.380694,99.394667,2023-04-04
912796ZF9,MARKET BASED BILL,0.000000,2023-05-25,,99.361792,99.352583,99.363889,2023-04-04
912797FG7,MARKET BASED BILL,0.000000,2023-05-30,,99.283667,99.279778,99.289583,2023-04-04
912796ZG7,MARKET BASED BILL,0.000000,2023-06-01,,99.266944,99.255667,99.274833,2023-04-04
912797FM4,MARKET BASED BILL,0.000000,2023-06-06,,99.205500,99.196750,99.202611,2023-04-04
912796ZP7,MARKET BASED BILL,0.000000,2023-06-08,,99.178472,99.169444,99.187556,2023-04-04
912797FN2,MARKET BASED BILL,0.000000,2023-06-13,,99.110417,99.103611,99.116417,2023-04-04
912796X53,MARKET BASED BILL,0.000000,2023-06-15,,99.075000,99.062000,99.080944,2023-04-04
912797FP7,MARKET BASED BILL,0.000000,2023-06-20,,99.033222,99.018250,99.016222,2023-04-04
912796ZQ5,MARKET BASED BILL,0.000000,2023-06-22,,98.992750,98.981778,98.994667,2023-04-04
912797FQ5,MARKET BASED BILL,0.000000,2023-06-27,,98.944167,98.931333,98.948667,2023-04-04
912796ZR3,MARKET BASED BILL,0.000000,2023-06-29,,98.896333,98.884389,98.897361,2023-04-04
912797FR3,MARKET BASED BILL,0.000000,2023-07-05,,98.804000,98.793778,98.804361,2023-04-04
912796ZS1,MARKET BASED BILL,0.000000,2023-07-06,,98.798750,98.765167,98.781000,2023-04-04
912797FX0,MARKET BASED BILL,0.000000,2023-07-11,,98.728722,98.712389,98.739000,2023-04-04
912796XQ7,MARKET BASED BILL,0.000000,2023-07-13,,98.709722,98.675000,98.704750,2023-04-04
912797FY8,MARKET BASED BILL,0.000000,2023-07-18,,98.642292,98.629167,98.650889,2023-04-04
912796ZZ5,MARKET BASED BILL,0.000000,2023-07-20,,98.626833,98.600083,98.619056,2023-04-04
912797FZ5,MARKET BASED BILL,0.000000,2023-07-25,,98.551778,98.537778,98.563167,2023-04-04
912796Y29,MARKET BASED BILL,0.000000,2023-07-27,,98.532250,98.511667,98.534139,2023-04-04
912797GA9,MARKET BASED BILL,0.000000,2023-08-01,,98.426556,98.423250,98.439778,2023-04-04
912796Y37,MARKET BASED BILL,0.000000,2023-08-03,,98.432042,98.410194,98.430000,2023-04-04
912796XY0,MARKET BASED BILL,0.000000,2023-08-10,,98.343111,98.304000,98.341944,2023-04-04
912796Z36,MARKET BASED BILL,0.000000,2023-08-17,,98.267500,98.241250,98.250556,2023-04-04
912796Z44,MARKET BASED BILL,0.000000,2023-08-24,,98.163861,98.130333,98.163083,2023-04-04
912796Z51,MARKET BASED BILL,0.000000,2023-08-31,,98.079556,98.054722,98.067778,2023-04-04
912796YH6,MARKET BASED BILL,0.000000,2023-09-07,,97.993667,97.950333,97.967778,2023-04-04
912796CQ0,MARKET BASED BILL,0.000000,2023-09-14,,97.908167,97.881000,97.907500,2023-04-04
912796CR8,MARKET BASED BILL,0.000000,2023-09-21,,97.825417,97.804167,97.812389,2023-04-04
912796CS6,MARKET BASED BILL,0.000000,2023-09-28,,97.733417,97.718667,97.731556,2023-04-04
912796YJ2,MARKET BASED BILL,0.000000,2023-10-05,,97.666778,97.628444,97.641333,2023-04-04
912796YT0,MARKET BASED BILL,0.000000,2023-11-02,,97.432444,97.367667,97.380083,2023-04-04
912796ZD4,MARKET BASED BILL,0.000000,2023-11-30,,97.063333,97.013333,97.012500,2023-04-04
912796ZN2,MARKET BASED BILL,0.000000,2023-12-28,,96.873333,96.791444,96.788583,2023-04-04
912796ZY8,MARKET BASED BILL,0.000000,2024-01-25,,96.460333,96.382222,96.402639,2023-04-04
912796Z28,MARKET BASED BILL,0.000000,2024-02-22,,96.143500,96.076000,96.052222,2023-04-04
912797LL9,MARKET BASED BILL,0.000000,2024-03-21,,95.844444,95.805333,95.797750,2023-04-04
912828ZH6,MARKET BASED NOTE,0.002500,2023-04-15,,0.000000,99.843750,99.843750,2023-04-04
91282CBX8,MARKET BASED NOTE,0.001250,2023-04-30,,0.000000,99.656250,99.656250,2023-04-04
912828R28,MARKET BASED NOTE,0.016250,2023-04-30,,0.000000,99.781250,99.781250,2023-04-04
9128284L1,MARKET BASED NOTE,0.027500,2023-04-30,,0.000000,99.843750,99.843750,2023-04-04
912828VB3,MARKET BASED NOTE,0.017500,2023-05-15,,0.000000,99.625000,99.656250,2023-04-04
912828ZP8,MARKET BASED NOTE,0.001250,2023-05-15,,0.000000,99.468750,99.500000,2023-04-04
912828R69,MARKET BASED NOTE,0.016250,2023-05-31,,0.000000,99.500000,99.531250,2023-04-04
91282CCD1,MARKET BASED NOTE,0.001250,2023-05-31,,0.000000,99.281250,99.281250,2023-04-04
9128284S6,MARKET BASED NOTE,0.027500,2023-05-31,,0.000000,99.656250,99.687500,2023-04-04
912828ZU7,MARKET BASED NOTE,0.002500,2023-06-15,,0.000000,99.125000,99.125000,2023-04-04
912828S35,MARKET BASED NOTE,0.013750,2023-06-30,,0.000000,99.218750,99.218750,2023-04-04
91282CCK5,MARKET BASED NOTE,0.001250,2023-06-30,,0.000000,98.906250,98.906250,2023-04-04
9128284U1,MARKET BASED NOTE,0.026250,2023-06-30,,0.000000,99.500000,99.531250,2023-04-04
912828ZY9,MARKET BASED NOTE,0.001250,2023-07-15,,0.000000,98.718750,98.718750,2023-04-04
912828S92,MARKET BASED NOTE,0.012500,2023-07-31,,0.000000,98.843750,98.843750,2023-04-04
91282CCN9,MARKET BASED NOTE,0.001250,2023-07-31,,0.000000,98.500000,98.500000,2023-04-04
912828Y61,MARKET BASED NOTE,0.027500,2023-07-31,,0.000000,99.375000,99.375000,2023-04-04
912828VS6,MARKET BASED NOTE,0.025000,2023-08-15,,0.000000,99.156250,99.156250,2023-04-04
91282CAF8,MARKET BASED NOTE,0.001250,2023-08-15,,0.000000,98.343750,98.343750,2023-04-04
9128284X5,MARKET BASED NOTE,0.027500,2023-08-31,,0.000000,99.218750,99.187500,2023-04-04
91282CCU3,MARKET BASED NOTE,0.001250,2023-08-31,,0.000000,98.187500,98.187500,2023-04-04
9128282D1,MARKET BASED NOTE,0.013750,2023-08-31,,0.000000,98.656250,98.656250,2023-04-04
91282CAK7,MARKET BASED NOTE,0.001250,2023-09-15,,0.000000,98.031250,98.000000,2023-04-04
912828T26,MARKET BASED NOTE,0.013750,2023-09-30,,0.000000,98.437500,98.406250,2023-04-04
91282CDA6,MARKET BASED NOTE,0.002500,2023-09-30,,0.000000,97.906250,97.906250,2023-04-04
9128285D8,MARKET BASED NOTE,0.028750,2023-09-30,,0.000000,99.156250,99.156250,2023-04-04
91282CAP6,MARKET BASED NOTE,0.001250,2023-10-15,,97.656250,97.625000,97.625000,2023-04-04
912828T91,MARKET BASED NOTE,0.016250,2023-10-31,,98.328125,98.281250,98.281250,2023-04-04
91282CDD0,MARKET BASED NOTE,0.003750,2023-10-31,,97.593750,97.562500,97.562500,2023-04-04
9128285K2,MARKET BASED NOTE,0.028750,2023-10-31,,99.031250,99.000000,98.968750,2023-04-04
912828WE6,MARKET BASED NOTE,0.027500,2023-11-15,,98.828125,98.781250,98.781250,2023-04-04
