Cusip,SecurityType,Rate,MaturityDate,CallDate,Buy,Sell,EndOfDay,Date
912796Z93,MARKET BASED BILL,0.000000,2023-04-04,,0.000000,99.949556,99.987417,2023-03-31
912796YN3,MARKET BASED BILL,0.000000,2023-04-06,,0.000000,99.920167,99.959917,2023-03-31
912796CT4,MARKET BASED BILL,0.000000,2023-04-11,,99.860972,99.857000,99.894889,2023-03-31
912796YU7,MARKET BASED BILL,0.000000,2023-04-13,,99.839667,99.832806,99.871389,2023-03-31
912797LM7,MARKET BASED BILL,0.000000,2023-04-17,,99.783722,99.780889,99.819556,2023-03-31
912796CU1,MARKET BASED BILL,0.000000,2023-04-18,,99.780250,99.772000,99.802500,2023-03-31
912796V48,MARKET BASED BILL,0.000000,2023-04-20,,99.754167,99.746667,99.776167,2023-03-31
912796CV9,MARKET BASED BILL,0.000000,2023-04-25,,99.696528,99.689583,99.713389,2023-03-31
912796YV5,MARKET BASED BILL,0.000000,2023-04-27,,99.675250,99.667000,99.690000,2023-03-31
912796CW7,MARKET BASED BILL,0.000000,2023-05-02,,99.602667,99.593778,99.635083,2023-03-31
912796YW3,MARKET BASED BILL,0.000000,2023-05-04,,99.587278,99.577833,99.601306,2023-03-31
912797FD4,MARKET BASED BILL,0.000000,2023-05-09,,99.522792,99.511417,99.537000,2023-03-31
912796ZE2,MARKET BASED BILL,0.000000,2023-05-11,,99.497181,99.486361,99.508111,2023-03-31
912797FE2,MARKET BASED BILL,0.000000,2023-05-16,,99.428194,99.423722,99.444583,2023-03-31
912796W47,MARKET BASED BILL,0.000000,2023-05-18,,99.406667,99.390667,99.412500,2023-03-31
912797FF9,MARKET BASED BILL,0.000000,2023-05-23,,99.336764,99.327194,99.355556,2023-03-31
912796ZF9,MARKET BASED BILL,0.000000,2023-05-25,,99.301806,99.291111,99.318222,2023-03-31
912797FG7,MARKET BASED BILL,0.000000,2023-05-30,,99.241667,99.226667,99.257417,2023-03-31
912796ZG7,MARKET BASED BILL,0.000000,2023-06-01,,99.226722,99.214667,99.244472,2023-03-31
912797FM4,MARKET BASED BILL,0.000000,2023-06-06,,99.163431,99.156917,99.184000,2023-03-31
912796ZP7,MARKET BASED BILL,0.000000,2023-06-08,,99.131750,99.122167,99.151167,2023-03-31
912797FN2,MARKET BASED BILL,0.000000,2023-06-13,,99.066778,99.056500,99.086861,2023-03-31
912796X53,MARKET BASED BILL,0.000000,2023-06-15,,99.038389,99.022556,99.040861,2023-03-31
912797FP7,MARKET BASED BILL,0.000000,2023-06-20,,98.960500,98.944750,98.973000,2023-03-31
912796ZQ5,MARKET BASED BILL,0.000000,2023-06-22,,98.940597,98.930222,98.962222,2023-03-31
912797FQ5,MARKET BASED BILL,0.000000,2023-06-27,,98.873111,98.856000,98.897361,2023-03-31
912796ZR3,MARKET BASED BILL,0.000000,2023-06-29,,98.835000,98.825000,98.869000,2023-03-31
912797FR3,MARKET BASED BILL,0.000000,2023-07-05,,98.760000,98.741333,98.765167,2023-03-31
912796ZS1,MARKET BASED BILL,0.000000,2023-07-06,,98.752472,98.730917,98.770167,2023-03-31
912797FX0,MARKET BASED BILL,0.000000,2023-07-11,,98.679667,98.659833,98.696500,2023-03-31
912796XQ7,MARKET BASED BILL,0.000000,2023-07-13,,98.668222,98.630667,98.672972,2023-03-31
912797FY8,MARKET BASED BILL,0.000000,2023-07-18,,98.592083,98.576944,98.619056,2023-03-31
912796ZZ5,MARKET BASED BILL,0.000000,2023-07-20,,98.580125,98.560083,98.605000,2023-03-31
912797FZ5,MARKET BASED BILL,0.000000,2023-07-25,,98.498444,98.482333,98.515306,2023-03-31
912796Y29,MARKET BASED BILL,0.000000,2023-07-27,,98.488944,98.472556,98.492222,2023-03-31
912796Y37,MARKET BASED BILL,0.000000,2023-08-03,,98.378472,98.357639,98.386889,2023-03-31
912796XY0,MARKET BASED BILL,0.000000,2023-08-10,,98.313333,98.280333,98.294333,2023-03-31
912796Z36,MARKET BASED BILL,0.000000,2023-08-17,,98.200722,98.181417,98.201778,2023-03-31
912796Z44,MARKET BASED BILL,0.000000,2023-08-24,,98.110111,98.089833,98.101278,2023-03-31
912796Z51,MARKET BASED BILL,0.000000,2023-08-31,,98.025875,98.002500,98.029167,2023-03-31
912796YH6,MARKET BASED BILL,0.000000,2023-09-07,,97.926667,97.893333,97.950278,2023-03-31
912796CQ0,MARKET BASED BILL,0.000000,2023-09-14,,97.822042,97.810444,97.840667,2023-03-31
912796CR8,MARKET BASED BILL,0.000000,2023-09-21,,97.742833,97.728333,97.758000,2023-03-31
912796CS6,MARKET BASED BILL,0.000000,2023-09-28,,97.631917,97.621861,97.666222,2023-03-31
912796YJ2,MARKET BASED BILL,0.000000,2023-10-05,,97.621278,97.566444,97.589861,2023-03-31
912796YT0,MARKET BASED BILL,0.000000,2023-11-02,,97.354000,97.294000,97.302000,2023-03-31
912796ZD4,MARKET BASED BILL,0.000000,2023-11-30,,96.987278,96.922889,96.947333,2023-03-31
912796ZN2,MARKET BASED BILL,0.000000,2023-12-28,,96.773778,96.683111,96.749583,2023-03-31
912796ZY8,MARKET BASED BILL,0.000000,2024-01-25,,96.325000,96.258333,96.312250,2023-03-31
912796Z28,MARKET BASED BILL,0.000000,2024-02-22,,95.963778,95.890889,95.955556,2023-03-31
912797LL9,MARKET BASED BILL,0.000000,2024-03-21,,95.643944,95.609333,95.656139,2023-03-31
912828ZH6,MARKET BASED NOTE,0.002500,2023-04-15,,0.000000,99.843750,99.843750,2023-03-31
91282CBX8,MARKET BASED NOTE,0.001250,2023-04-30,,0.000000,99.656250,99.656250,2023-03-31
912828R28,MARKET BASED NOTE,0.016250,2023-04-30,,0.000000,99.750000,99.750000,2023-03-31
9128284L1,MARKET BASED NOTE,0.027500,2023-04-30,,0.000000,99.812500,99.812500,2023-03-31
912828VB3,MARKET BASED NOTE,0.017500,2023-05-15,,0.000000,99.625000,99.625000,2023-03-31
912828ZP8,MARKET BASED NOTE,0.001250,2023-05-15,,0.000000,99.437500,99.468750,2023-03-31
912828R69,MARKET BASED NOTE,0.016250,2023-05-31,,0.000000,99.468750,99.500000,2023-03-31
91282CCD1,MARKET BASED NOTE,0.001250,2023-05-31,,0.000000,99.250000,99.250000,2023-03-31
9128284S6,MARKET BASED NOTE,0.027500,2023-05-31,,0.000000,99.656250,99.656250,2023-03-31
912828ZU7,MARKET BASED NOTE,0.002500,2023-06-15,,0.000000,99.062500,99.093750,2023-03-31
912828S35,MARKET BASED NOTE,0.013750,2023-06-30,,0.000000,99.187500,99.187500,2023-03-31
91282CCK5,MARKET BASED NOTE,0.001250,2023-06-30,,0.000000,98.875000,98.875000,2023-03-31
9128284U1,MARKET BASED NOTE,0.026250,2023-06-30,,0.000000,99.500000,99.500000,2023-03-31
912828ZY9,MARKET BASED NOTE,0.001250,2023-07-15,,0.000000,98.656250,98.656250,2023-03-31
912828S92,MARKET BASED NOTE,0.012500,2023-07-31,,0.000000,98.812500,98.812500,2023-03-31
91282CCN9,MARKET BASED NOTE,0.001250,2023-07-31,,0.000000,98.468750,98.500000,2023-03-31
912828Y61,MARKET BASED NOTE,0.027500,2023-07-31,,0.000000,99.312500,99.312500,2023-03-31
912828VS6,MARKET BASED NOTE,0.025000,2023-08-15,,0.000000,99.125000,99.125000,2023-03-31
91282CAF8,MARKET BASED NOTE,0.001250,2023-08-15,,0.000000,98.281250,98.281250,2023-03-31
9128284X5,MARKET BASED NOTE,0.027500,2023-08-31,,0.000000,99.187500,99.187500,2023-03-31
91282CCU3,MARKET BASED NOTE,0.001250,2023-08-31,,0.000000,98.125000,98.125000,2023-03-31
9128282D1,MARKET BASED NOTE,0.013750,2023-08-31,,0.000000,98.625000,98.625000,2023-03-31
91282CAK7,MARKET BASED NOTE,0.001250,2023-09-15,,0.000000,97.937500,97.968750,2023-03-31
912828T26,MARKET BASED NOTE,0.013750,2023-09-30,,98.406250,98.375000,98.375000,2023-03-31
91282CDA6,MARKET BASED NOTE,0.002500,2023-09-30,,97.843750,97.812500,97.843750,2023-03-31
9128285D8,MARKET BASED NOTE,0.028750,2023-09-30,,99.156250,99.125000,99.125000,2023-03-31
91282CAP6,MARKET BASED NOTE,0.001250,2023-10-15,,97.578125,97.531250,97.562500,2023-03-31
912828T91,MARKET BASED NOTE,0.016250,2023-10-31,,98.265625,98.218750,98.218750,2023-03-31
91282CDD0,MARKET BASED NOTE,0.003750,2023-10-31,,97.531250,97.500000,97.500000,2023-03-31
9128285K2,MARKET BASED NOTE,0.028750,2023-10-31,,98.984375,98.937500,98.937500,2023-03-31
912828WE6,MARKET BASED NOTE,0.027500,2023-11-15,,98.765625,98.718750,98.718750,2023-03-31
91282CAW1,MARKET BASED NOTE,0.002500,2023-11-15,,97.281250,97.250000,97.218750,2023-03-31
912828U57,MARKET BASED NOTE,0.021250,2023-11-30,,98.328125,98.281250,98.312500,2023-03-31
91282CDM0,MARKET BASED NOTE,0.005000,2023-11-30,,97.281250,97.250000,97.250000,2023-03-31
9128285P1,MARKET BASED NOTE,0.028750,2023-11-30,,98.828125,98.781250,98.781250,2023-03-31
91282CBA8,MARKET BASED NOTE,0.001250,2023-12-15,,96.906250,96.875000,96.875000,2023-03-31
912828V23,MARKET BASED NOTE,0.022500,2023-12-31,,98.218750,98.187500,98.187500,2023-03-31
91282CDR9,MARKET BASED NOTE,0.007500,2023-12-31,,97.109375,97.062500,97.062500,2023-03-31
9128285U0,MARKET BASED NOTE,0.026250,2023-12-31,,98.546875,98.500000,98.500000,2023-03-31
91282CBE0,MARKET BASED NOTE,0.001250,2024-01-15,,96.468750,96.437500,96.468750,2023-03-31
912828V80,MARKET BASED NOTE,0.022500,2024-01-31,,97.984375,97.937500,97.968750,2023-03-31
91282CDV0,MARKET BASED NOTE,0.008750,2024-01-31,,96.843750,96.812500,96.812500,2023-03-31
9128285Z9,MARKET BASED NOTE,0.025000,2024-01-31,,98.203125,98.156250,98.187500,2023-03-31
912828B66,MARKET BASED NOTE,0.027500,2024-02-15,,98.328125,98.281250,98.312500,2023-03-31
91282CBM2,MARKET BASED NOTE,0.001250,2024-02-15,,96.140625,96.093750,96.093750,2023-03-31
9128286G0,MARKET BASED NOTE,0.023750,2024-02-29,,97.953125,97.906250,97.906250,2023-03-31
91282CEA5,MARKET BASED NOTE,0.015000,2024-02-29,,97.187500,97.156250,97.187500,2023-03-31
912828W48,MARKET BASED NOTE,0.021250,2024-02-29,,97.718750,97.687500,97.687500,2023-03-31
91282CBR1,MARKET BASED NOTE,0.002500,2024-03-15,,95.921875,95.875000,95.937500,2023-03-31
912828W71,MARKET BASED NOTE,0.021250,2024-03-31,,97.562500,97.500000,97.562500,2023-03-31
91282CEG2,MARKET BASED NOTE,0.022500,2024-03-31,,97.687500,97.656250,97.687500,2023-03-31
91282CBV2,MARKET BASED NOTE,0.003750,2024-04-15,,95.718750,95.687500,95.687500,2023-03-31
912828X70,MARKET BASED NOTE,0.020000,2024-04-30,,97.234375,97.187500,97.218750,2023-03-31
91282CEK3,MARKET BASED NOTE,0.025000,2024-04-30,,97.796875,97.750000,97.750000,2023-03-31
9128286R6,MARKET BASED NOTE,0.022500,2024-04-30,,97.515625,97.468750,97.500000,2023-03-31
912828WJ5,MARKET BASED NOTE,0.025000,2024-05-15,,97.781250,97.718750,97.781250,2023-03-31
91282CCC3,MARKET BASED NOTE,0.002500,2024-05-15,,95.359375,95.312500,95.343750,2023-03-31
91282CER8,MARKET BASED NOTE,0.025000,2024-05-31,,97.703125,97.656250,97.718750,2023-03-31
912828XT2,MARKET BASED NOTE,0.020000,2024-05-31,,97.171875,97.125000,97.156250,2023-03-31
91282CCG4,MARKET BASED NOTE,0.002500,2024-06-15,,95.046875,95.000000,95.062500,2023-03-31
91282CEX5,MARKET BASED NOTE,0.030000,2024-06-30,,98.171875,98.125000,98.187500,2023-03-31
912828XX3,MARKET BASED NOTE,0.020000,2024-06-30,,96.984375,96.937500,96.968750,2023-03-31
9128286Z8,MARKET BASED NOTE,0.017500,2024-06-30,,96.734375,96.687500,96.750000,2023-03-31
91282CCL3,MARKET BASED NOTE,0.003750,2024-07-15,,94.921875,94.875000,94.937500,2023-03-31
91282CFA4,MARKET BASED NOTE,0.030000,2024-07-31,,98.109375,98.062500,98.125000,2023-03-31
912828Y87,MARKET BASED NOTE,0.017500,2024-07-31,,96.546875,96.500000,96.531250,2023-03-31
9128282N9,MARKET BASED NOTE,0.021250,2024-07-31,,97.000000,96.937500,97.000000,2023-03-31
912828D56,MARKET BASED NOTE,0.023750,2024-08-15,,97.296875,97.250000,97.312500,2023-03-31
91282CCT6,MARKET BASED NOTE,0.003750,2024-08-15,,94.640625,94.593750,94.656250,2023-03-31
91282CFG1,MARKET BASED NOTE,0.032500,2024-08-31,,98.406250,98.375000,98.437500,2023-03-31
912828YE4,MARKET BASED NOTE,0.012500,2024-08-31,,95.703125,95.656250,95.718750,2023-03-31
9128282U3,MARKET BASED NOTE,0.018750,2024-08-31,,96.546875,96.500000,96.562500,2023-03-31
91282CCX7,MARKET BASED NOTE,0.003750,2024-09-15,,94.406250,94.375000,94.437500,2023-03-31
91282CFN6,MARKET BASED NOTE,0.042500,2024-09-30,,99.796875,99.781250,99.843750,2023-03-31
9128282Y5,MARKET BASED NOTE,0.021250,2024-09-30,,96.765625,96.718750,96.812500,2023-03-31
912828YH7,MARKET BASED NOTE,0.015000,2024-09-30,,95.890625,95.843750,95.906250,2023-03-31
91282CDB4,MARKET BASED NOTE,0.006250,2024-10-15,,94.484375,94.437500,94.531250,2023-03-31
91282CFQ9,MARKET BASED NOTE,0.043750,2024-10-31,,100.015625,100.000000,100.062500,2023-03-31
912828YM6,MARKET BASED NOTE,0.015000,2024-10-31,,95.718750,95.687500,95.750000,2023-03-31
9128283D0,MARKET BASED NOTE,0.022500,2024-10-31,,96.828125,96.781250,96.843750,2023-03-31
912828G38,MARKET BASED NOTE,0.022500,2024-11-15,,96.781250,96.718750,96.812500,2023-03-31
91282CDH1,MARKET BASED NOTE,0.007500,2024-11-15,,94.453125,94.406250,94.468750,2023-03-31
91282CFX4,MARKET BASED NOTE,0.045000,2024-11-30,,100.281250,100.250000,100.343750,2023-03-31
912828YV6,MARKET BASED NOTE,0.015000,2024-11-30,,95.562500,95.531250,95.593750,2023-03-31
9128283J7,MARKET BASED NOTE,0.021250,2024-11-30,,96.546875,96.500000,96.593750,2023-03-31
91282CDN8,MARKET BASED NOTE,0.010000,2024-12-15,,94.687500,94.656250,94.718750,2023-03-31
91282CGD7,MARKET BASED NOTE,0.042500,2024-12-31,,99.984375,99.968750,100.031250,2023-03-31
9128283P3,MARKET BASED NOTE,0.022500,2024-12-31,,96.640625,96.593750,96.687500,2023-03-31
912828YY0,MARKET BASED NOTE,0.017500,2024-12-31,,95.828125,95.781250,95.875000,2023-03-31
91282CDS7,MARKET BASED NOTE,0.011250,2025-01-15,,94.671875,94.625000,94.718750,2023-03-31
91282CGG0,MARKET BASED NOTE,0.041250,2025-01-31,,99.843750,99.843750,99.937500,2023-03-31
912828Z52,MARKET BASED NOTE,0.013750,2025-01-31,,95.062500,95.031250,95.125000,2023-03-31
9128283V0,MARKET BASED NOTE,0.025000,2025-01-31,,97.015625,96.968750,97.062500,2023-03-31
912828J27,MARKET BASED NOTE,0.020000,2025-02-15,,96.031250,95.968750,96.062500,2023-03-31
91282CDZ1,MARKET BASED NOTE,0.015000,2025-02-15,,95.156250,95.125000,95.218750,2023-03-31
91282CGN5,MARKET BASED NOTE,0.046250,2025-02-28,,100.828125,100.812500,100.937500,2023-03-31
912828ZC7,MARKET BASED NOTE,0.011250,2025-02-28,,94.453125,94.406250,94.500000,2023-03-31
9128283Z1,MARKET BASED NOTE,0.027500,2025-02-28,,97.421875,97.375000,97.468750,2023-03-31
91282CED9,MARKET BASED NOTE,0.017500,2025-03-15,,95.531250,95.500000,95.593750,2023-03-31
91282CGU9,MARKET BASED NOTE,0.038750,2025-03-31,,99.562500,99.562500,99.656250,2023-03-31
9128284F4,MARKET BASED NOTE,0.026250,2025-03-31,,97.171875,97.125000,97.250000,2023-03-31
912828ZF0,MARKET BASED NOTE,0.005000,2025-03-31,,93.156250,93.125000,93.218750,2023-03-31
91282CEH0,MARKET BASED NOTE,0.026250,2025-04-15,,97.062500,97.031250,97.125000,2023-03-31
912828ZL7,MARKET BASED NOTE,0.003750,2025-04-30,,92.640625,92.593750,92.687500,2023-03-31
9128284M9,MARKET BASED NOTE,0.028750,2025-04-30,,97.531250,97.468750,97.593750,2023-03-31
912828XB1,MARKET BASED NOTE,0.021250,2025-05-15,,96.015625,95.968750,96.093750,2023-03-31
91282CEQ0,MARKET BASED NOTE,0.027500,2025-05-15,,97.265625,97.218750,97.343750,2023-03-31
912828ZT0,MARKET BASED NOTE,0.002500,2025-05-31,,92.156250,92.125000,92.218750,2023-03-31
9128284R8,MARKET BASED NOTE,0.028750,2025-05-31,,97.500000,97.468750,97.562500,2023-03-31
91282CEU1,MARKET BASED NOTE,0.028750,2025-06-15,,97.515625,97.468750,97.593750,2023-03-31
912828ZW3,MARKET BASED NOTE,0.002500,2025-06-30,,92.046875,92.000000,92.125000,2023-03-31
912828XZ8,MARKET BASED NOTE,0.027500,2025-06-30,,97.203125,97.156250,97.281250,2023-03-31
91282CEY3,MARKET BASED NOTE,0.030000,2025-07-15,,97.718750,97.687500,97.812500,2023-03-31
912828Y79,MARKET BASED NOTE,0.028750,2025-07-31,,97.500000,97.468750,97.593750,2023-03-31
91282CAB7,MARKET BASED NOTE,0.002500,2025-07-31,,91.703125,91.656250,91.781250,2023-03-31
912828K74,MARKET BASED NOTE,0.020000,2025-08-15,,95.484375,95.437500,95.625000,2023-03-31
91282CFE6,MARKET BASED NOTE,0.031250,2025-08-15,,97.984375,97.937500,98.062500,2023-03-31
91282CAJ0,MARKET BASED NOTE,0.002500,2025-08-31,,91.468750,91.437500,91.562500,2023-03-31
9128284Z0,MARKET BASED NOTE,0.027500,2025-08-31,,97.109375,97.062500,97.187500,2023-03-31
91282CFK2,MARKET BASED NOTE,0.035000,2025-09-15,,98.875000,98.843750,99.000000,2023-03-31
9128285C0,MARKET BASED NOTE,0.030000,2025-09-30,,97.671875,97.625000,97.750000,2023-03-31
91282CAM3,MARKET BASED NOTE,0.002500,2025-09-30,,91.359375,91.312500,91.468750,2023-03-31
91282CFP1,MARKET BASED NOTE,0.042500,2025-10-15,,100.609375,100.593750,100.718750,2023-03-31
91282CAT8,MARKET BASED NOTE,0.002500,2025-10-31,,91.031250,91.000000,91.125000,2023-03-31
9128285J5,MARKET BASED NOTE,0.030000,2025-10-31,,97.640625,97.593750,97.718750,2023-03-31
912828M56,MARKET BASED NOTE,0.022500,2025-11-15,,95.765625,95.718750,95.906250,2023-03-31
91282CFW6,MARKET BASED NOTE,0.045000,2025-11-15,,101.296875,101.281250,101.406250,2023-03-31
91282CAZ4,MARKET BASED NOTE,0.003750,2025-11-30,,91.062500,91.031250,91.156250,2023-03-31
9128285N6,MARKET BASED NOTE,0.028750,2025-11-30,,97.312500,97.281250,97.406250,2023-03-31
91282CGA3,MARKET BASED NOTE,0.040000,2025-12-15,,100.203125,100.187500,100.312500,2023-03-31
9128285T3,MARKET BASED NOTE,0.026250,2025-12-31,,96.609375,96.562500,96.718750,2023-03-31
91282CBC4,MARKET BASED NOTE,0.003750,2025-12-31,,90.984375,90.937500,91.093750,2023-03-31
91282CGE5,MARKET BASED NOTE,0.038750,2026-01-15,,99.828125,99.812500,99.968750,2023-03-31
91282CBH3,MARKET BASED NOTE,0.003750,2026-01-31,,90.609375,90.562500,90.718750,2023-03-31
9128286A3,MARKET BASED NOTE,0.026250,2026-01-31,,96.578125,96.531250,96.656250,2023-03-31
912828P46,MARKET BASED NOTE,0.016250,2026-02-15,,93.859375,93.812500,94.000000,2023-03-31
91282CGL9,MARKET BASED NOTE,0.040000,2026-02-15,,100.234375,100.218750,100.343750,2023-03-31
9128286F2,MARKET BASED NOTE,0.025000,2026-02-28,,96.171875,96.125000,96.281250,2023-03-31
91282CBQ3,MARKET BASED NOTE,0.005000,2026-02-28,,90.718750,90.687500,90.812500,2023-03-31
91282CGR6,MARKET BASED NOTE,0.046250,2026-03-15,,102.062500,102.062500,102.218750,2023-03-31
91282CBT7,MARKET BASED NOTE,0.007500,2026-03-31,,91.312500,91.281250,91.437500,2023-03-31
9128286L9,MARKET BASED NOTE,0.022500,2026-03-31,,95.484375,95.437500,95.562500,2023-03-31
9128286S4,MARKET BASED NOTE,0.023750,2026-04-30,,95.750000,95.718750,95.875000,2023-03-31
91282CBW0,MARKET BASED NOTE,0.007500,2026-04-30,,91.000000,90.968750,91.125000,2023-03-31
912828R36,MARKET BASED NOTE,0.016250,2026-05-15,,93.453125,93.406250,93.562500,2023-03-31
9128286X3,MARKET BASED NOTE,0.021250,2026-05-31,,94.859375,94.812500,94.968750,2023-03-31
91282CCF6,MARKET BASED NOTE,0.007500,2026-05-31,,90.781250,90.750000,90.906250,2023-03-31
91282CCJ8,MARKET BASED NOTE,0.008750,2026-06-30,,91.000000,90.968750,91.125000,2023-03-31
9128287B0,MARKET BASED NOTE,0.018750,2026-06-30,,94.015625,93.968750,94.156250,2023-03-31
912828Y95,MARKET BASED NOTE,0.018750,2026-07-31,,93.890625,93.843750,94.000000,2023-03-31
91282CCP4,MARKET BASED NOTE,0.006250,2026-07-31,,90.031250,90.000000,90.156250,2023-03-31
9128282A7,MARKET BASED NOTE,0.015000,2026-08-15,,92.625000,92.593750,92.781250,2023-03-31
912828YD6,MARKET BASED NOTE,0.013750,2026-08-31,,92.125000,92.093750,92.281250,2023-03-31
91282CCW9,MARKET BASED NOTE,0.007500,2026-08-31,,90.218750,90.187500,90.343750,2023-03-31
91282CCZ2,MARKET BASED NOTE,0.008750,2026-09-30,,90.390625,90.343750,90.531250,2023-03-31
912828YG9,MARKET BASED NOTE,0.016250,2026-09-30,,92.906250,92.875000,93.031250,2023-03-31
912828YQ7,MARKET BASED NOTE,0.016250,2026-10-31,,92.703125,92.656250,92.875000,2023-03-31
91282CDG3,MARKET BASED NOTE,0.011250,2026-10-31,,91.015625,90.968750,91.156250,2023-03-31
912828U24,MARKET BASED NOTE,0.020000,2026-11-15,,93.859375,93.812500,94.000000,2023-03-31
912828YU8,MARKET BASED NOTE,0.016250,2026-11-30,,92.609375,92.562500,92.750000,2023-03-31
91282CDK4,MARKET BASED NOTE,0.012500,2026-11-30,,91.281250,91.250000,91.437500,2023-03-31
91282CDQ1,MARKET BASED NOTE,0.012500,2026-12-31,,91.156250,91.125000,91.312500,2023-03-31
912828YX2,MARKET BASED NOTE,0.017500,2026-12-31,,92.921875,92.875000,93.062500,2023-03-31
912828Z78,MARKET BASED NOTE,0.015000,2027-01-31,,91.875000,91.843750,92.000000,2023-03-31
912828V98,MARKET BASED NOTE,0.022500,2027-02-15,,94.531250,94.500000,94.687500,2023-03-31
912828ZB9,MARKET BASED NOTE,0.011250,2027-02-28,,90.562500,90.531250,90.687500,2023-03-31
91282CEC1,MARKET BASED NOTE,0.018750,2027-02-28,,93.093750,93.062500,93.250000,2023-03-31
91282CEF4,MARKET BASED NOTE,0.025000,2027-03-31,,95.296875,95.250000,95.468750,2023-03-31
912828ZE3,MARKET BASED NOTE,0.006250,2027-03-31,,88.453125,88.406250,88.625000,2023-03-31
912828ZN3,MARKET BASED NOTE,0.005000,2027-04-30,,87.781250,87.750000,87.968750,2023-03-31
91282CEN7,MARKET BASED NOTE,0.027500,2027-04-30,,96.171875,96.156250,96.312500,2023-03-31
912828X88,MARKET BASED NOTE,0.023750,2027-05-15,,94.765625,94.718750,94.937500,2023-03-31
912828ZS2,MARKET BASED NOTE,0.005000,2027-05-31,,87.546875,87.500000,87.687500,2023-03-31
91282CET4,MARKET BASED NOTE,0.026250,2027-05-31,,95.656250,95.625000,95.812500,2023-03-31
91282CEW7,MARKET BASED NOTE,0.032500,2027-06-30,,98.046875,98.031250,98.218750,2023-03-31
912828ZV5,MARKET BASED NOTE,0.005000,2027-06-30,,87.375000,87.343750,87.531250,2023-03-31
91282CAD3,MARKET BASED NOTE,0.003750,2027-07-31,,86.671875,86.625000,86.812500,2023-03-31
91282CFB2,MARKET BASED NOTE,0.027500,2027-07-31,,96.078125,96.062500,96.250000,2023-03-31
9128282R0,MARKET BASED NOTE,0.022500,2027-08-15,,94.078125,94.031250,94.281250,2023-03-31
91282CAH4,MARKET BASED NOTE,0.005000,2027-08-31,,86.953125,86.906250,87.093750,2023-03-31
91282CFH9,MARKET BASED NOTE,0.031250,2027-08-31,,97.578125,97.562500,97.750000,2023-03-31
91282CFM8,MARKET BASED NOTE,0.041250,2027-09-30,,101.640625,101.625000,101.812500,2023-03-31
91282CAL5,MARKET BASED NOTE,0.003750,2027-09-30,,86.250000,86.218750,86.406250,2023-03-31
91282CAU5,MARKET BASED NOTE,0.005000,2027-10-31,,86.562500,86.531250,86.718750,2023-03-31
91282CFU0,MARKET BASED NOTE,0.041250,2027-10-31,,101.703125,101.687500,101.875000,2023-03-31
9128283F5,MARKET BASED NOTE,0.022500,2027-11-15,,93.796875,93.750000,94.031250,2023-03-31
91282CAY7,MARKET BASED NOTE,0.006250,2027-11-30,,86.937500,86.906250,87.093750,2023-03-31
91282CFZ9,MARKET BASED NOTE,0.038750,2027-11-30,,100.796875,100.781250,101.000000,2023-03-31
91282CGC9,MARKET BASED NOTE,0.038750,2027-12-31,,100.812500,100.781250,101.000000,2023-03-31
91282CBB6,MARKET BASED NOTE,0.006250,2027-12-31,,86.734375,86.687500,86.906250,2023-03-31
91282CBJ9,MARKET BASED NOTE,0.007500,2028-01-31,,87.109375,87.062500,87.281250,2023-03-31
91282CGH8,MARKET BASED NOTE,0.035000,2028-01-31,,99.234375,99.218750,99.437500,2023-03-31
9128283W8,MARKET BASED NOTE,0.027500,2028-02-15,,95.796875,95.750000,96.000000,2023-03-31
91282CBP5,MARKET BASED NOTE,0.011250,2028-02-29,,88.578125,88.531250,88.750000,2023-03-31
91282CGP0,MARKET BASED NOTE,0.040000,2028-02-29,,101.562500,101.562500,101.750000,2023-03-31
91282CGT2,MARKET BASED NOTE,0.036250,2028-03-31,,99.906250,99.906250,100.093750,2023-03-31
91282CBS9,MARKET BASED NOTE,0.012500,2028-03-31,,88.984375,88.937500,89.156250,2023-03-31
91282CBZ3,MARKET BASED NOTE,0.012500,2028-04-30,,88.812500,88.781250,88.968750,2023-03-31
9128284N7,MARKET BASED NOTE,0.028750,2028-05-15,,96.218750,96.187500,96.406250,2023-03-31
91282CCE9,MARKET BASED NOTE,0.012500,2028-05-31,,88.718750,88.687500,88.843750,2023-03-31
91282CCH2,MARKET BASED NOTE,0.012500,2028-06-30,,88.531250,88.500000,88.687500,2023-03-31
91282CCR0,MARKET BASED NOTE,0.010000,2028-07-31,,87.156250,87.125000,87.343750,2023-03-31
9128284V9,MARKET BASED NOTE,0.028750,2028-08-15,,96.046875,96.000000,96.281250,2023-03-31
91282CCV1,MARKET BASED NOTE,0.011250,2028-08-31,,87.562500,87.531250,87.781250,2023-03-31
91282CCY5,MARKET BASED NOTE,0.012500,2028-09-30,,88.000000,87.968750,88.187500,2023-03-31
91282CDF5,MARKET BASED NOTE,0.013750,2028-10-31,,88.500000,88.468750,88.687500,2023-03-31
9128285M8,MARKET BASED NOTE,0.031250,2028-11-15,,97.234375,97.187500,97.437500,2023-03-31
91282CDL2,MARKET BASED NOTE,0.015000,2028-11-30,,88.984375,88.937500,89.156250,2023-03-31
91282CDP3,MARKET BASED NOTE,0.013750,2028-12-31,,88.359375,88.312500,88.531250,2023-03-31
91282CDW8,MARKET BASED NOTE,0.017500,2029-01-31,,90.031250,90.000000,90.250000,2023-03-31
