912796ZZ5,MARKET BASED BILL,0.0,07/20/2023,,0.000000,99.985972,100.000000
912797FZ5,MARKET BASED BILL,0.0,07/25/2023,,0.000000,99.916000,99.930278
912796Y29,MARKET BASED BILL,0.0,07/27/2023,,99.888333,99.887556,99.902194
912797GA9,MARKET BASED BILL,0.0,08/01/2023,,99.815653,99.814389,99.829000
912796Y37,MARKET BASED BILL,0.0,08/03/2023,,99.787917,99.786667,99.800500
912797GF8,MARKET BASED BILL,0.0,08/08/2023,,99.714167,99.713333,99.727139
912796XY0,MARKET BASED BILL,0.0,08/10/2023,,99.686194,99.684667,99.698417
912797GG6,MARKET BASED BILL,0.0,08/15/2023,,99.612250,99.611500,99.626611
912796Z36,MARKET BASED BILL,0.0,08/17/2023,,99.583125,99.581111,99.594778
912797GH4,MARKET BASED BILL,0.0,08/22/2023,,99.509833,99.506056,99.521500
912796Z44,MARKET BASED BILL,0.0,08/24/2023,,99.480500,99.478000,99.491528
912797GJ0,MARKET BASED BILL,0.0,08/29/2023,,99.405500,99.403222,99.417778
912796Z51,MARKET BASED BILL,0.0,08/31/2023,,99.375306,99.374111,99.386333
912797GR2,MARKET BASED BILL,0.0,09/05/2023,,99.304667,99.300000,99.315889
912796YH6,MARKET BASED BILL,0.0,09/07/2023,,99.276389,99.272222,99.288139
912797GS0,MARKET BASED BILL,0.0,09/12/2023,,99.200208,99.197917,99.212500
912796CQ0,MARKET BASED BILL,0.0,09/14/2023,,99.176667,99.173500,99.189556
912797GT8,MARKET BASED BILL,0.0,09/19/2023,,99.102722,99.095833,99.112111
912796CR8,MARKET BASED BILL,0.0,09/21/2023,,99.072000,99.066667,99.083000
912797GU5,MARKET BASED BILL,0.0,09/26/2023,,98.998542,98.991833,99.008333
912796CS6,MARKET BASED BILL,0.0,09/28/2023,,98.972472,98.964583,98.983056
912797GV3,MARKET BASED BILL,0.0,10/03/2023,,98.895889,98.891667,98.908333
912796YJ2,MARKET BASED BILL,0.0,10/05/2023,,98.864667,98.860333,98.877083
912797HA8,MARKET BASED BILL,0.0,10/10/2023,,98.795347,98.791889,98.806444
912797FA0,MARKET BASED BILL,0.0,10/12/2023,,98.761597,98.758056,98.775000
912797HB6,MARKET BASED BILL,0.0,10/17/2023,,98.695000,98.690000,98.704556
